$	dollar təşkil edib	dollar
+	+	+
<	&lt;	<
=	=	equal
a	a	and
abc	abc	abc
ac	ac	ac
ako	əgər	if
al	əl	al
alat	vasitə	tool
ali	amma	but
alveolata	alveolalar	regnum
amor	sevgi	amor
and	və	and
at	at	at
atmosfere	atmosfer	atmosphere
autora	müəllif	authors
autorsko	müəllif	copyright
autorskog	müəllif	authorial
b	b	b
beograd	ağ şəhər	beograd
beograda	belqrad	belgrad
beogradu	belqrad	belgrade
berlin	berlin	berlin
bez	olmadan	without
bi	olardı	to
bila	olmuşdur	was
bile	safra	were
bili	idi	were
bilo	var idi	was
bio	idi	was/nije bio-wasn't
biti	olmaq	be
bolesnika	xəstələr	patients
bolest	xəstəlikdir	illness
bolesti	xəstəliklər	diseases
brena	brena	brena
broj	nömrə	number
bwv	bwv	bmw
by	tərəfindən	by
c	c	s (letter)
cd	cd	cd
colorgray	rəngkarlıq	color gray
colors	rənglər	colors
d	d	d
da	bəli	yes
daje	ki	gives
dan	gün	day
dana	günün	days
danas	bu gün	today
dece	uşaqlar	kids
del	del	del
dela	işləyir	work
delo	işləmək	the act
delu	hissəsi	part
deo	bir hissəsi	part
di	di	di
dijego	diego	diego
do	-ə	to
dobija	alınıb	obtained
dok	isə	until
dovodi	aparır	leads
dr	dr	dr
druga	digəri	second
druge	digərləri	other
drugi	ikinci	second
drugih	digərləri	other
dva	iki	two
dvd	dvd	dvd
dve	iki	two
e	e	e
epizoda	epizod	episode
epizode	epizodlar	episodes
fefec	fefec	fefec
film	film	movie
filmu	film	movie
for	üçün	for
free	sərbəst	free
freud	freud	freud
ftp	ftp	ftp
g	g	g
ga	ga	to
gde	harada	where
glavni	ana	major
gledaoci	tamaşaçılar	auditory
godina	illər	year
godine	illər	age
google	google	google
goriva	yanacaq	fuel
gps	gps	gps
grupa	qrup	group
grupe	qruplar	group
h	h	h
hdi	hdi	hdi
hipi	hippilər	hippie
history	tarixi	history
hn	hn	hn
homo	homo	homo
hrvatska	xorvatiya	croatia
html	html	html
http	http	http
i	i	i
iako	və əgər	strong
ieee	yənieeee	ieee
if	əgər	if
ih	onları	them
ii	ii	ii
iii	iii	iii
il	il	or
ili	və ya	or
im	və m	them
ima	var	there are
