path-clearing	0.31904614	20
mispelled...should orundun, century	0.33799127	15
peculiar way of saying	0.3535548	96
fi pamo	0.3555821	95
joinedd	0.35814217	92
uro-esia	0.3589821	77
zy	0.3602054	84
stand (been in existence)	0.36496562	98
on the ground	0.36633706	94
things	0.3669006	94
firmly	0.36739737	97
kilhar	0.36747223	97
back; but in this form it is unnecessary	0.36842418	97
tightly	0.36844558	100
51, (mokanleladota)	0.3691028	13
laid out	0.36934492	94
one of	0.37161377	97
ara afrika	0.37305152	98
joined	0.37386733	95
omu-aran (town)	0.37552384	83
themselves	0.37616754	100
from there	0.37648946	96
provide	0.37653047	100
in a way	0.3767323	96
saburi	0.37673613	99
entire	0.37738693	98
larger	0.3774997	97
providing	0.37839863	95
ero	0.37913072	96
rapidly	0.3792142	96
because of this	0.37951297	99
wildly	0.37980628	98
at one time	0.38010424	99
iwere (town)	0.38085875	97
death-has-this	0.38091832	99
unable to keep quiet	0.3816745	98
cold (if it's a person's name, it is tutu)	0.38212064	98
large	0.3833046	96
traditional cults	0.38517532	94
came of age	0.38611245	98
that is	0.38628572	98
igbonnibi	0.38637033	74
die suddenly	0.3864085	100
herbalist	0.38654375	98
prophet	0.38677034	93
all manners of people	0.387042	98
all six	0.388273	97
nearly	0.38827562	97
much	0.38840672	99
yo jade	0.3897116	91
awon eran	0.38971245	85
turned	0.38990185	97
earlier	0.39006084	97
punches; expression meaning 'by force' (ti pa ti kuuku)	0.39022952	10
urinating while walking	0.39144915	92
shows, to show	0.39150777	97
humbled, lowered	0.39152724	98
on the head	0.39180127	94
coronating	0.39201546	96
overseer	0.39218712	95
that is seen	0.39227182	100
so many	0.39274913	96
divinity-practice	0.39293864	98
komputa, ero ayarabiasa	0.39329106	87
onikolobo (place)	0.39330578	95
viewing	0.3933183	94
stretch	0.39334428	20
cripple	0.3937139	99
accustom	0.39428812	99
lying on the ground	0.39491504	100
people of	0.39563894	92
in truth, truthfully	0.39572972	91
lack	0.39604813	96
tunmo	0.3960939	92
small	0.3966576	90
settled	0.39694995	96
become wealthy	0.39712486	95
upliftment	0.39836848	95
picture	0.39872873	100
separated	0.39890963	97
ajako	0.39943153	91
unshakably	0.39954564	98
violent	0.4001208	97
emphasise	0.4003021	98
turned back	0.400474	98
spread	0.40077865	96
coming after	0.40086946	99
advertisement	0.40105265	98
name of endearment	0.40186465	97
divided	0.4020521	95
bring out	0.40211475	96
renovate, fix	0.40220827	95
especially	0.40258807	93
tied	0.40350854	99
a local game	0.40361917	96
jesus, isa or yisa is hausa language	0.40381432	90
sacrifice	0.40400353	99
corpse	0.40426946	98
small quantity	0.4046356	95
palauan	0.40503803	97
habit, culture, norm	0.40515327	98
turn face (full phrase is doju ko, to face)	0.40522528	93
eventually	0.40610808	93
protection	0.4065003	98
unthought of	0.40697503	98
carried on the back	0.40722337	95
the writer	0.40822762	95
the wind open	0.4082581	96
hiliksi abara meji	0.40834123	11
run to	0.4085516	96
ere	0.40857142	97
outskirts of eko	0.40875685	98
discovered	0.40914887	99
ido (a person's name)	0.40920174	99
fulbe	0.40962127	20
convenient	0.40978697	97
upstanding	0.40998882	97
resemble	0.41041276	100
teachings	0.4107054	99
restructured	0.41082418	97
undertake	0.41169772	95
from then on	0.41181913	93
in number	0.4121108	97
sango (god of thunder)	0.41232026	100
sorrowful	0.41232145	94
okeresi	0.41311145	83
existing as	0.4134369	93
establish	0.41411635	94
in the land	0.41437766	95
monarchic country	0.41442975	91
servant	0.4144509	94
keesi	0.41475102	90
facing wall	0.41481483	95
to themselves	0.41485107	96
coldness	0.4148534	97
fourth	0.414869	92
with themselves	0.41524434	94
umueri	0.41548496	94
suitable	0.41556013	97
breast owner	0.4155956	99
death	0.4159181	91
in front	0.41598028	97
thought as	0.41637596	96
un-exploited	0.41640842	98
god	0.41650003	93
king's town	0.4170451	64
mistress, concubine, (side booty)	0.41707146	95
between	0.41718307	93
covetousness	0.41719043	98
creator	0.41752946	97
long	0.41809165	94
oral tradition	0.41840053	99
plenty	0.41852984	97
enslave	0.41889745	98
having	0.41895574	99
at present	0.41911763	98
incriminate	0.4194768	100
at the back of	0.41948298	100
to the farm	0.41949272	92
anaoniruuru	0.4196405	93
awon olufe	0.4199794	86
a must	0.4207968	95
convey	0.4208364	97
hang on	0.42087802	94
ile-nla (area)	0.42088845	93
bad	0.42092997	98
avar	0.4210877	98
compassion	0.42123276	98
specifically	0.42129746	96
entering	0.42141378	97
making	0.42195153	97
self	0.42228907	97
subdue	0.4222929	99
onidi-merin	0.4223035	78
publicise	0.42248103	99
tells	0.4230987	97
(non-standard yoruba, this maybe from benin)	0.42336798	96
activist	0.4238779	97
writer	0.424018	97
formed	0.42439574	95
the poor	0.42459765	100
comfort	0.42474777	98
parakoyi	0.42572758	91
conduct	0.4261552	98
isolation	0.4272449	98
middle	0.42731923	97
inherit	0.4276195	96
ninth	0.4278522	96
come after,	0.42787892	98
occupants	0.42804343	97
few	0.42822647	97
part of	0.4283806	97
friend	0.42839435	97
spend money	0.42895207	97
aryan	0.42937088	20
is	0.4297504	98
mokola area	0.43027925	98
the sick	0.43034893	98
big	0.43036443	96
in front of	0.4305092	97
be with	0.4306911	96
shamed	0.43111265	96
than	0.43129033	98
untie	0.43158504	99
house opening	0.43159372	94
they	0.4318173	96
into	0.43191803	93
to them	0.4325013	94
modification	0.43261284	97
mu lokunkundun	0.432832	72
branch, part	0.4328953	99
amos	0.43294737	98
properly	0.4330001	96
any	0.43305978	98
previously	0.43368742	99
ibere-pese	0.43374288	86
in addition	0.4338747	97
damanran	0.43391487	93
earmark	0.43399063	94
indicates	0.43407264	94
most of all	0.43437284	96
witness	0.43473974	99
don't be slave	0.434906	94
preach	0.43491513	89
unlearned	0.43494013	100
ikija	0.4355285	90
third, the third	0.43586338	99
prophecy	0.43587577	93
mid-north	0.43606785	96
delana	0.4361564	98
ills	0.4365748	97
great	0.43674746	93
happening	0.43678227	99
economy	0.43707243	99
captivate with	0.43715262	96
resources	0.437479	96
developing	0.43755668	100
should be orin, song or music	0.43790355	95
verbally contribute; complete phrase= me nu ba	0.43811142	96
finally	0.43831882	90
it will	0.4383213	97
poor	0.43836218	97
ogbooga	0.4386059	94
doing	0.4386141	98
self-owned	0.4386227	94
one political	0.43865362	97
eplained to	0.4388219	97
control	0.4389249	96
economize	0.43892652	98
don't know this	0.43894598	97
nefimu	0.4390033	65
followers of christ	0.4391662	93
sixteen	0.4393885	98
those	0.4394709	89
significant	0.4395396	93
taught	0.43974024	97
adagba	0.43981272	97
broken	0.43981755	91
or	0.43984264	91
higher ground or higher plain	0.43996626	95
a divinity	0.44034785	94
lazy	0.44034818	95
awon ara kekere	0.44039357	93
pit	0.4407109	96
good fortune	0.44077533	94
fight	0.44115067	95
history	0.44129923	97
banle	0.44132948	90
possession	0.44141966	98
but	0.44148758	95
hv	0.441524	97
lindi	0.4416416	99
ile-ateere	0.44174945	77
intervene	0.44175223	99
even	0.44180065	98
mimoy	0.44209158	87
beyelsa	0.44214618	98
ellada	0.44231883	99
archaeology	0.4424314	99
unfair	0.4425868	96
awon	0.44259372	97
income	0.44284117	100
dova	0.44306177	95
using	0.44312257	95
work	0.4435155	97
teach	0.4442303	98
action	0.44432992	98
settlement, seat of, area,	0.44437397	97
irele	0.44439098	95
relationship	0.44534132	99
bachelor or spinster (bachelorette)	0.44544268	98
sermon	0.44544306	98
steal	0.44549316	100
idanwo	0.44553792	91
knowledge	0.44560188	96
problem	0.44572687	100
conquered	0.4460358	100
identify	0.44630903	98
performer	0.44648832	100
female support	0.44653872	95
modern	0.4465906	88
bargaining	0.44705045	100
various	0.44725046	97
for peers	0.44727236	96
creature	0.4475218	92
examined	0.44773123	99
judgement	0.44804105	99
crowned	0.44817662	96
reggae	0.44828674	95
it	0.44829428	93
yam (indigenous to west africa)	0.44872254	99
disease	0.4488092	95
the two	0.44884968	98
part of britain	0.44919336	98
house of assembly/congress	0.4492569	100
time; ni asiko=when	0.44955248	97
give	0.44960487	96
fuming	0.4498591	90
gbagura	0.4499773	90
spoken	0.450104	91
lose	0.45036072	94
engineering	0.45049912	98
tele	0.45060733	98
the three	0.45064807	89
this is	0.4508938	95
hindu	0.45102927	96
krio	0.45111072	93
further	0.451128	98
breakthrough	0.45117953	97
divorce	0.45141792	96
introduction	0.45197672	95
ibn	0.45199218	96
planning	0.45238036	20
yoruba	0.45249212	98
trade	0.452698	97
alatise	0.45276183	97
almighty god	0.45281687	99
ojukosi	0.45297474	84
ejidinlogun	0.45298287	89
hosea	0.45313734	96
from time	0.4531715	98
gaining ground	0.45331082	100
adopted	0.4534472	96
bharat	0.4534703	97
hostile	0.45399234	98
alawo dudu	0.45406008	93
in ake	0.45423794	96
going	0.45438462	93
like this	0.45486173	99
leboa	0.45496646	99
order	0.45504513	93
advert	0.4552034	99
pada si	0.4553349	97
business	0.4553612	97
on it	0.45573422	87
ile-lodo	0.45575106	93
many	0.45577598	95
habitual	0.45594308	96
effort	0.45602575	97
bharata	0.45603922	93
house of law,	0.4560845	97
only if	0.45615476	94
fasting	0.45615643	98
some	0.4562012	90
chamorro	0.45628035	97
berber	0.4568329	100
fear	0.45694882	97
people from	0.45717174	98
grumble	0.45721158	95
investigate	0.45748013	98
third	0.45748717	96
eka; this is a new word and does not really exist in yoruba	0.45749065	95
size	0.4576202	98
aluminium	0.45767257	99
high chief	0.45776093	93
ayewo	0.45839816	92
with	0.4589466	96
henny	0.459033	94
mixed	0.45921928	99
away	0.45936707	100
use	0.45937106	92
debt	0.45947146	96
abundant	0.4594979	98
that is why	0.45957124	98
under the sahara	0.45957196	98
nri	0.4597114	100
pamo (town)	0.45982218	100
arrive	0.4598816	99
'born to die' child	0.46025786	99
difference	0.46045986	97
learning	0.46066964	96
period	0.46123496	93
small amount	0.46123573	98
believer	0.46131992	98
hereditary	0.46159104	98
two-chamber	0.46160445	96
political	0.46164495	95
the future	0.46173406	95
composition	0.46174788	100
joined together	0.46185127	98
literature	0.46198556	97
ikereku	0.46212143	96
sistemu=system	0.46244842	98
rebellion	0.46252537	96
cooperation	0.46258625	97
nineteen	0.46260706	93
after death	0.4628493	97
scientific	0.4629205	96
colonised	0.46293133	100
theirs	0.46301582	93
tekinoloji	0.4630764	95
tribalism	0.4630968	96
prolonged	0.46319053	97
healing	0.46326151	97
solid	0.46362802	99
padanu	0.46383896	99
adopted child	0.46405596	98
treatment	0.4642499	94
authority	0.46458256	97
kwara	0.46489602	95
highest honour	0.46535364	98
calabar	0.46544528	95
works	0.46546084	95
ifowosowopo	0.46558076	96
ile-ife	0.46567088	98
idagbasoke	0.46574354	84
idi-isin	0.46604085	94
more important	0.46608052	97
development	0.46611542	99
lai'pe	0.466174	90
second	0.46646193	90
ways	0.4664681	92
shady	0.4668032	96
olden days	0.46693075	99
tainos	0.46696267	95
expert	0.46704346	95
firms	0.4670621	95
substitute	0.46714607	97
once existing	0.46715492	96
comprehensive	0.46718282	98
ecomog	0.4673277	97
dudu	0.46733797	97
taino	0.46757805	98
colony	0.4675884	99
together	0.46762598	98
plan	0.46769106	94
from	0.46787277	94
hausa fulani	0.46825576	94
iho	0.468305	88
idoma	0.46904123	97
xiv	0.46927494	92
meaningful	0.46934515	89
but, however	0.4694711	93
choose	0.46947473	100
mispelled...should be 'leyin', after	0.4696836	82
usefulness	0.46972287	98
combination	0.46977773	94
privately-owned	0.4700913	98
gospel	0.47015104	95
someone	0.47026008	97
ogundipe	0.47044566	99
gathered	0.47072312	97
unequal	0.47105324	97
peaceful	0.471245	84
participant	0.47135967	96
solomon	0.4714025	97
not yoruba	0.4714599	93
conquest	0.47174042	95
sao	0.4721105	92
security	0.4722222	98
thoughts	0.47271276	98
virus	0.47273687	95
adaatan	0.47279003	96
owu	0.4728527	93
separatist	0.47312683	97
contagious	0.4733223	96
also	0.47354907	90
everybody	0.4735981	95
that	0.47395068	94
uzbek	0.47396183	98
earthquake	0.4740014	100
learn	0.4740039	99
previously-existing	0.47400776	94
started	0.47426137	95
ikanna (town)	0.47433826	97
this day	0.47434384	97
igberiko	0.4743456	95
zanzibar centralsouth	0.47440758	92
game	0.4745462	96
without	0.47476244	98
rivalry	0.47479513	99
emerge	0.47480607	99
tool	0.4748137	96
establishment	0.47499418	100
forgetfulness	0.47500947	100
decide	0.4750543	97
relative	0.47506914	96
ncnc	0.47527587	98
slovo	0.4753153	89
south-western	0.47541496	97
marriage	0.47568917	98
ibara (town)	0.47571212	100
power	0.47577274	99
so	0.47578123	93
intense	0.47588387	97
prepare	0.476722	97
apparition	0.4767811	96
same surface	0.4768203	93
agreed	0.47697362	86
mentor	0.4774469	100
truly	0.47749323	97
transformation	0.47763023	99
there	0.47786587	96
africans	0.47790974	98
that is it	0.47793508	89
muungano	0.47805753	97
mission	0.47806537	94
catch up with it	0.47813085	98
move	0.47836673	98
catherine	0.478412	94
yo	0.4785394	84
freedom	0.47855783	94
safta	0.47858307	96
semi-conductor	0.4786716	98
pointing to	0.47875917	96
press	0.47889596	95
ibaje	0.47898102	87
agbeyewo	0.47914547	97
republic	0.47934467	99
forty-six	0.480278	97
die	0.48037717	98
kuto (place)	0.48043028	95
twelve	0.4805345	98
tunso	0.48057777	76
44	0.48058924	91
nationalist	0.48089346	99
twenty eight	0.48134607	97
coaching	0.4814666	98
reduced in value, diminished	0.48150367	96
human beings	0.48150697	98
erin=laughter; the prefix 'l' is possesive	0.48161072	91
stricken	0.48165008	100
life	0.48175293	99
stay	0.4818138	95
you	0.48194382	94
education	0.48198146	99
hospitality	0.4820745	98
mix	0.48209327	96
acting	0.4821763	98
speech	0.4821875	98
popular	0.48246774	97
nso laboraro	0.4824752	98
year	0.48259974	96
creation	0.48271972	95
inborn	0.4830268	96
tome	0.48353252	96
