fagocyct	0.26873088	10
align left rock	0.31838733	18
against this	0.3372189	95
edited	0.34322473	91
see to	0.3463987	95
in half	0.34805262	97
unusual	0.35078162	99
to escape	0.35114834	93
deceased	0.3527806	92
excisted	0.35321015	96
existed	0.35385448	98
protects	0.35464305	96
(to) figure	0.35470474	98
to keep	0.35563776	95
surrealism	0.3582518	95
return (terugkeren)	0.35888773	95
takes form	0.359119	98
to rest	0.3591863	98
at the same time	0.3592956	93
attack	0.35975915	99
little support leaf	0.36003906	100
created	0.36018717	99
for this	0.36158103	97
strange	0.36161244	98
ground stiffen	0.36175153	98
attacked	0.362842	98
possible returned	0.36354	96
were allowed to	0.36367595	98
shown	0.36371797	94
combated	0.3637796	98
about this	0.3638203	96
controlled	0.3656289	91
abject	0.36573708	96
takes as point of departure	0.36606348	95
possibly	0.36617553	94
have at their disposal	0.36645478	97
take in	0.3667371	84
things	0.36690065	94
large scale	0.36746126	95
~	0.36794373	93
(make a) stand	0.36808357	97
cruise - proper noun - surname	0.3681408	99
inventions	0.36822414	100
bemoeiliijkt	0.36831665	95
interesting	0.36846244	98
drunken	0.3685409	98
leak	0.36919802	97
appeared to be	0.36943585	98
organism	0.37026754	97
as much	0.37036029	95
outside world	0.3706804	99
hard	0.37095106	98
deaths	0.37116656	95
picked up	0.37146997	96
surplus catch	0.37151378	96
source of inspiration	0.37154076	97
simultaneously	0.3716212	100
seen as	0.37228912	98
that same	0.37266916	96
for years	0.3730767	98
to try	0.3738873	92
recieved	0.37402594	98
to cross	0.3740797	91
to see	0.3742964	99
accommodated	0.37439135	99
riches	0.37463087	92
cultured	0.37469974	96
unprecedented, previously	0.37475073	98
east romanian	0.37478396	97
indicate	0.37491548	98
escaped	0.3749448	98
thre	0.37498042	98
hereon	0.37531924	96
tobrake	0.37555507	95
posessions	0.37563407	96
pictures	0.37592557	96
through	0.37602016	91
at that time	0.37620488	95
wet	0.37639934	95
killed	0.37640268	98
provide	0.37653047	100
with this	0.37654117	95
experimental	0.37668645	98
from which	0.3768627	93
to go through	0.37693658	99
to expand	0.37713683	95
rougly	0.37725618	97
entire	0.37738693	98
resulted	0.37738842	97
larger	0.3774997	97
observed	0.37764752	97
separation	0.37766725	95
stayed absence	0.37771845	96
dozens of	0.37804666	98
originally	0.3782291	91
particulary	0.3782815	97
underneath	0.37848014	100
with which	0.37906548	99
been given / poured	0.37912378	93
rapidly	0.37921423	96
separate	0.3792416	97
afore mentioned	0.37949094	98
followed	0.37981647	94
tensions	0.38017663	99
excessive	0.38026333	99
functioned	0.38027382	98
brought	0.38037002	99
looks into	0.38122573	97
noticable	0.38123766	99
considers	0.38131186	97
artist	0.3820547	96
tillend	0.38219526	93
poured out	0.38228005	94
most powerful	0.38228673	97
art-painter	0.3822995	97
heaviest	0.38265958	96
murders	0.38284445	98
to wait	0.3833009	97
large	0.38330454	96
penetrates	0.38352308	97
do not even know this word in dutch!	0.3836085	99
to attain or to reach	0.38371512	95
extracted	0.38410038	97
defeated	0.38413432	92
offered	0.38424236	99
led to	0.384355	100
enjoys	0.3844547	95
returning	0.38484335	100
roused	0.3850925	97
surrounded	0.38558	96
contained	0.38575727	96
weakened	0.38578257	100
world-famous	0.38597137	95
communal	0.38600343	97
rich	0.3861871	97
that is	0.38628566	98
composed	0.38639113	97
chose	0.3864591	95
huge	0.3867047	95
prophet	0.38677034	93
producent	0.38679022	98
ether (1st sentence), air (6th and 7th sentence)	0.38681006	99
longer	0.38693282	95
leaks	0.38706002	95
dependence	0.38716823	96
used up	0.38722736	94
criminality	0.38787723	97
slowly	0.3881466	97
remained	0.38816372	100
carefully	0.38824725	97
in this	0.3882709	93
nearly	0.38827565	97
discoveries	0.38830024	100
species	0.38857383	98
of the same name	0.38868135	96
unprobable	0.38872248	98
before you can say knife	0.38872248	96
art-formes	0.38873127	98
on which	0.3888869	94
thumb pixel one	0.38889432	94
based	0.38890147	98
autochthon	0.3890258	93
artists	0.38902748	96
with sense	0.38904414	97
obtained	0.38914657	96
turned	0.38990188	97
in this context it means: to travel	0.3899839	98
designed	0.3900437	98
resumed	0.39028996	98
was called	0.39032462	98
after this	0.39039618	94
known	0.39041364	98
speceries	0.39064807	98
thumb[px]the	0.39079943	99
pushed	0.39089724	96
called, named	0.39109018	100
come ( always in connection with another word: "vandaan komen": come from	0.3912167	99
adapted	0.39153326	97
to fall	0.39154196	99
concluded	0.39162326	97
on this	0.39170367	99
perpetrator	0.39205673	94
including	0.39213696	94
penetration	0.3924724	94
eaten	0.39248282	94
for now	0.39261898	92
helped	0.3929913	100
right by	0.3930729	93
