pothy sathuvar	-1.0	1
vikunda's	-1.0	1
labotidae a name given to family of fish	0.28098947	12
beautificates	0.31149572	43
padnamba a tamil leader in ltte	0.32077506	19
before that	0.33338985	99
warm place	0.34147063	97
was used	0.34269097	95
make it clear	0.34539932	99
slightly more	0.34583995	96
to protect	0.34620857	94
thrown	0.3473177	96
solely	0.34789234	94
a sect of animals	0.3480838	99
one among	0.34866506	98
this both	0.3494093	95
sized	0.34968302	97
having eagerness	0.34981456	97
one of the	0.34986377	97
to escape	0.35114834	93
indeligent	0.35200915	94
that also	0.35215485	99
will be used	0.3528254	99
used for	0.35379678	100
existed	0.35385448	98
in that parts	0.35415658	98
kept	0.35425144	100
by themselves	0.35436803	96
is believed	0.35491577	97
to keep	0.35563773	95
in that	0.35631213	96
including this	0.3563215	100
one type	0.35646304	96
from that place	0.35677385	93
here also	0.35774586	94
in between them	0.35798204	95
in these	0.3581822	96
was work	0.3588288	95
big , large	0.35910034	99
cembadai	0.35921144	54
at the same time	0.35929555	93
attack	0.35975915	99
very big	0.35981017	99
has created	0.35981518	96
by this	0.3600146	92
created	0.3601872	99
have been found	0.36043757	97
by water	0.3608151	94
oo	0.36091504	82
designed to	0.3610814	94
at a cost of	0.36113495	100
and this	0.361323	79
contain	0.36138237	97
for this	0.361581	97
it also	0.36207825	100
them (between them)	0.36208776	100
to go into	0.36239398	98
practical things	0.3628596	97
in the month	0.36292684	95
decease	0.36303884	95
have that	0.3632126	95
to keep the	0.36329296	96
shown	0.363718	94
this composition	0.36414707	99
a person of kingly nature	0.3648697	96
killed angle	0.36502016	98
to contain	0.3652559	99
if not also	0.36540407	93
was created	0.3655562	99
had seen	0.36569673	97
in need of	0.36584407	97
animals have spinal guard	0.36592573	97
not seeing	0.3660218	98
oppary poet	0.3662666	79
a person called	0.36647534	96
for these	0.36649805	96
during that time	0.36651194	92
in future	0.36670512	100
take in	0.36673713	84
things	0.3669006	94
in that shape	0.36711404	97
this company	0.36743936	98
records, posts	0.36790895	96
that says	0.36792088	99
followed that	0.3682232	98
newly	0.36842144	95
interesting	0.36846244	98
is also	0.36866444	93
in that place	0.36882085	93
unbelive	0.36884654	98
in between	0.36920604	99
in-between	0.36920604	98
bought by	0.3693343	98
when it comes	0.3697245	94
heavily	0.36973208	95
by two	0.370223	92
organism	0.37026754	97
a customary	0.37053257	100
by human	0.37091255	93
bulged	0.37094626	99
hard	0.37095106	98
yappu	0.37117282	87
that tells	0.37123933	97
artificially	0.37126178	98
left with	0.37141782	96
by the king	0.37150428	97
one of	0.37161377	97
proudness	0.37162012	93
contrasts	0.3716811	98
to be given	0.37201944	98
in an attempt to	0.3721075	98
by the company	0.37218487	99
having few	0.3723722	100
by that	0.37244293	96
got from	0.3726027	100
sculpter	0.37270337	96
to be shown	0.3727136	95
here it is	0.37302226	90
to be affected by	0.37307718	98
emulate	0.37348732	93
to have that	0.37364268	98
joined	0.37386733	95
a time gap	0.37398234	99
after days	0.3741696	97
to see	0.37429637	99
many of	0.37441847	98
have their prey	0.3744657	97
there also	0.37455788	98
having that	0.3748278	98
against law	0.37486267	100
having included	0.3749112	94
indicate	0.3749155	98
gambling centre	0.37517455	99
at speeds	0.37536478	95
leading to	0.3754363	97
of gold	0.37554342	96
not having defnite	0.3756783	95
to make it all	0.3757106	99
having that way	0.37572315	98
pictures	0.3759256	96
through	0.37602016	91
themselves	0.37616754	100
at that time	0.3762049	95
which one	0.3762083	19
this disease	0.3762703	96
to the people	0.3763427	96
killed	0.37640274	98
provide	0.37653047	100
return back	0.3766514	97
was given	0.37671596	97
belonging to him	0.3768196	98
procreation	0.37683558	94
finalised	0.37687325	98
to be released	0.37724018	97
