$	$	Nan
naftu	tự	None
naga	ta	None
nagaaday	đựng	None
nageeye	tung	None
nagiba	số	None
naginimada	thành	None
nagornokarabakh	usornokarabakh	Nan
nagu	tôi	None
naguma	cũng	None
nahay	là	None
nahaye	haha	Nan
nahey	không	None
nairobi	nairobi	None
najaashi	bộ	None
nala	tôi	None
naftooda	tôi	None
nalaga	tôi	None
naftiisa	ấy	None
naftay	tôi	None
nacas	kẻ	None
nacay	ghét	Nan
nacayb	ghét	Nan
nadar	nadar	Nan
nadarkana	xin	None
nadarkaygii	tôi	None
nadarkii	hạt	None
nadarkiisii	ấy	None
nadii	tìm	None
nadiif	dẹp	None
nadiifsan	dẹp	None
nadray	tiếc	None
naf	hồn	None
nafta	hồn	None
naftana	tôi	None
naftii	ấy	None
nalagu	tôi	None
naloo	là	None
nambiya	nam	None
naxariistaha	từ	None
naxariistee	tử	None
naxariistii	hại	None
naxariisto	ẩn	None
naxwaha	pháp	None
naxwe	pháp	None
nayjeeriya	muộn	None
nayroobi	tĩnh	None
ne	là	None
nearby	đó	None
nebal	vân	None
nebi	tri	None
nebiga	tri	None
nebigu	tri	None
nebinimda	nebinimda	Nan
naxariista	hại	None
naxariis	hại	None
naxaawiga	khí quyển	Nan
nato	nato	Nan
nancy	nancy	None
naqay	ngợi	None
nasab	ngơi	None
nasabka	hô	None
nasabkii	phận	None
nasahnaa	ngơi	None
nasiib	mắn	None
nabiyullaahi	naveahulhihi	Nan
nasir	mũi	None
nasri	mũi	None
nataashi	nhận	Nan
natiijada	kết	None
nation	gia	None
national	gia	None
nationlink	gia	None
nations	gia	None
nasoo	nào	None
necbaa	ghét	Nan
nabiyadii	tri	None
nabigii	tri	None
muuqaallada	ảnh	None
muuqanayey	hiện	None
muuqata	hiện	None
muuqatay	hiện	None
muuqato	hiện	None
muuqda	hiện	None
muuqdaan	hiện	None
muuqday	hiện	None
muuse	đủ	None
muusig	nhạc	None
muwaadiniinta	dân	None
muxamadna	muhammad	None
muxamadun	muhammed	Nan
muxamed	muhammed	Nan
muxamedna	muhammad	None
muuqaalka	hiện	None
muxammed	muhammad	None
muumin	muumin	Nan
muujiyeen	tỏ	None
mustafa	mù	None
mustaqbalka	lai	None
mustaxiil	nghĩa	None
musuq	nhũng	None
musveni	musveni	Nan
mutaystay	đáng	None
mutaystayee	với	None
muujinaya	hiển thị	Nan
muujinayaa	trình	None
muujinayo	hiển thị	Nan
muujinaysa	hiển thị	Nan
muujinaysaa	trình	None
muujisay	xem	None
muujiyaa	tiết	None
muujiyaha	họa	None
muujiyey	xem	None
muxudiin	muxdinin	Nan
muxumad	khen	None
muxumed	muxumed	Nan
nabada	thanh	None
nabadda	thanh	None
nabaddayn	chào	None
nabadgalyadiisa	ấy	None
nabadgalyadiisana	ấy	None
nabadgalyo	biệt	None
nabadgelyada	toàn	None
nabadgelyadiisa	ấy	None
nabadgelyo	biệt	None
nabadoon	chào	None
nabadoonka	chào	None
nabi	nabi	Nan
nabiga	tri	None
nabigeeniina	ta	None
nabigeennii	ta	None
nabad	thanh	None
naasiruddiin	cảm	None
naasahablood	não	None
naasaha	ngực	None
muxumud	muhumud	Nan
muxuu	gì	None
muxyadiin	muhdiinin	Nan
mxaad	ba	None
na	với	None
naa	quá	None
naacaw	khóc	None
nabinimada	tri	None
naad	bộ	None
naagta	người	None
naanaysaa	tên	None
naanaysi	tên	None
naanaysta	tên	None
naar	naar	Nan
naarta	ngọn	None
naasa	hoa	None
naag	bà	None
necebyahay	tôi	None
nederlaan	lan	None
nederland	lan	None
noqoneysa	được	None
noqoshadii	trở về	Nan
noqoshadiisa	ấy	None
noqotaa	thành	None
noqotay	thành	None
noqotayna	thành	None
noqotey	thành	None
noqoto	là	None
noqoy	là	None
north	bắc	None
norway	uy	None
norwey	ở	None
not	phải	None
nov	thuyết	None
november	tháng	None
noqonaysa	được	None
nqoto	nito	Nan
noqonayaa	thành	None
noqon	là	None
nooli	trực	None
nooluhu	sống	None
noolyahay	sót	None
noolyihiin	sót	None
nooshahay	trực	None
noqatay	thành	None
noqdaa	thành	None
noqdaan	là	None
noqday	thành	None
noqdee	là	None
noqdeen	thành	None
noqdey	thành	None
noqdo	là	None
noqnoqda	lại	None
noqo	là	None
noqonaayo	là	None
nso	gần	None
nsoafrika	châu	None
nsoamerika	mỹ	None
o	o	Nan
obama	obama	None
ocean	dương	None
october	tháng	None
octwaxaa	tám	None
oday	cũ	None
odayaal	tuổi	None
odayaasha	tuổi	None
odayaashii	tuổi	None
odayga	già	None
odaygii	già	None
odeyga	già	None
odeygii	quá	None
odhan	không	None
odhanaya	luận	None
nuux	hạt	None
nuurka	sáng	None
nuuraaya	sáng	None
nuur	sáng	None
nsodjibouti	mới	None
nsoeritrea	vài	None
nsoethiopia	gần	None
nsofora	quen	None
nsojesu	theo	None
nsorussia	nến	None
nsosekriste	mục	None
noole	sót	None
nsosomalia	cận	None
nugaaleed	đường	None
number	số	None
nur	dưỡng	None
nuri	nuri	Nan
nuuc	kiểu	None
nuun	nu	Nan
nuunka	nuke	Nan
nugaal	mút	None
noolaha	học	None
noolaashaha	sống	None
noolaanooyaan	sống	None
nimaan	ông	None
nimada	chồng	None
niman	ông	None
nimanka	ông	None
nimankii	ông	None
nimanyahow	các	None
nimca	sủng	None
nimcada	sủng	None
nimcooyin	sủng	None
nin	ông	None
ninba	ai	None
ninka	ông	None
ninkaa	ông	None
ninkaan	này	None
ninkaani	này	None
niisa	tay	None
niil	không	None
nihon	vô	None
niger	niger	Nan
neef	thở	None
neefka	thở	None
neh	không	None
nelson	nelson	None
net	lưới	None
network	mạng	Nan
networks	mạng	Nan
ninkaas	đó	None
new	mới	None
newspaper	chí	None
nfd	nfd	Nan
nibiga	quá	None
nicolas	nicolas	None
nidaam	hệ	None
nidaamka	hệ	None
nidaamkii	hệ	None
news	tức	None
mustacmarad	lai	None
ninkan	này	None
ninki	đôi	None
noloshooda	họ	None
noo	ta	None
nooc	xếp	None
nooca	kiểu	None
noocan	này	None
noocyada	loại	None
noocyadeeda	của	None
nooga	ta	None
noogu	tôi	None
nool	sót	None
noolaa	sống	None
noolaadaan	trực	None
noolaado	sót	None
noolaan	trực	None
noolaanooyaa	sót	None
noloshiisii	ấy	None
noloshiisa	ấy	None
nolosha	sống	None
nololeedkii	sống	None
ninkii	ông	None
ninna	ai	None
ninnimo	ca	None
nirig	nirig	Nan
nisaar	rộng	None
nk	mưu	None
nl	nl	Nan
ninkase	nhiên	None
nnk	nnk	Nan
no	không	None
noa	noa	Nan
nobad	quý	None
nofeembar	tháng	None
nolol	sống	None
nololeed	sống	None
nololeedka	sống	None
nnkh	nnkh	Nan
mussolini	trai	None
muslinka	hồi	None
muslin	muslin	Nan
maysara	biết rôi	Nan
mayso	không	None
md	md	Nan
medicine	thuốc	None
mediina	trung	None
meel	điểm	None
meela	ơn	None
meelaha	nơi	None
meele	ơn	None
meeleeyaha	chỗ	None
meelihii	điểm	None
meelo	nơi	None
meeqa	nhiêu	None
meesha	đo	None
meeshaan	đây	None
maysan	phải	None
meeshaas	đó	None
mayo	mayo	Nan
mayl	dặm	None
maxkamad	tòa	None
maxkamada	tòa	None
maxkamadaha	tòa	None
maxkamaduhii	tòa	None
maxkamaduhu	tòa	None
maxmed	đa	None
maxmiyadda	tòa	None
maxsuulkii	kết	None
maxéd	đa	None
may	thể	None
maydh	rửa	None
maydka	thể	None
mayeelan	đừng	None
mayeelayo	không	None
maygaag	có	None
maynee	không	None
meeshan	này	None
meeshay	tôi	None
meeshii	đo	None
midabka	màu	None
midawga	hiệp	None
midawgaas	đó	None
midawgii	hiệp	None
midda	một	None
middelburg	middelburg	Nan
middi	ibid	Nan
mideeyaan	kết	None
mideeyay	kết	None
mideeyo	kết	None
mideysan	kết	None
midha	trái	None
midig	đúng	None
midka	một	None
midkii	một	None
midab	màu	None
midaan	này	None
mida	một	None
mid	một	None
meeshuu	nào	None
meeyadii	điểm	None
meheriyey	tôi	None
meksiko	mexico	Nan
melateri	quân	None
melez	melez	Nan
mengista	mengista	Nan
maxed	đa	None
mesopotamia	hà	None
mi	tôi	None
micnaha	nghĩa	None
micnaheeda	nghĩa	None
micnaheedu	nghĩa	None
micnihiisu	nghĩa	None
micno	nghĩa	None
microsoft	microsoft	None
meters	mét	None
maxay	gì	None
maxamuude	đa	None
maxamuud	mohamud	Nan
masaajid	hồi	None
masaajida	hồi	None
masaajiddada	hồi	None
masaajidka	hồi	None
masaajidkii	hồi	None
masaajido	hồi	None
masaakiinta	nghèo	None
masaayda	ngôn	None
masagada	miến	None
masagawaay	không	None
masalle	masala	Nan
masar	nề	None
masarayuu	masaruuu	Nan
maseyr	tị	None
mash	ngâm	Nan
masaafo	cách	None
masaafada	cách	None
maryeenta	áo	None
maryan	mary	None
marta	này	None
martabada	tiếng	None
martay	còn	None
martgelinta	khách	None
marti	mời	None
martida	khách	None
martigelis	khách	None
mashquul	bận	None
martiqaad	mời	None
marwaan	nào	None
marwo	bà	None
marx	marx	None
marxalad	khấu	None
marxaladihii	đoạn	None
marxuum	chết	None
maryam	mary	None
marto	marat	None
midkiin	các	None
mashruuc	dự	None
masiix	christ	None
matalan	dụ	None
matter	đề	None
mauritania	mauritania	Nan
maxaa	gì	None
maxaad	gì?	Nan
maxaakiimta	phán	None
maxaan	gì?	Nan
maxaas	gì	None
maxamad	tòa	None
maxamadow	đại	None
maxamed	đa	None
maxamedaay	là	None
maxamedow	mohamed	Nan
maxammed	biếm	None
maxamud	maxamud	Nan
matabaan	nôn	None
mataan	đôi	None
