<i>	<i>	None
промислове	warshadaha	None
промисловий	warshadaha	None
промислових	warshadaha	None
промислового	warshadaha	None
промисловості	warshadaha	None
промислової	warshadaha	None
промислові	warshadaha	None
промисловість	warshadaha	None
проникнення	guska	Nan
пропаганди	dacaayad	Nan
проповіді	wacdiyo	Nan
пропозицію	bixin	None
пропозиція	bixin	None
пропозицією	soo	None
пропозиції	dalabyo	Nan
пролетаріату	ee	None
пройшов	gudbay	None
пройшли	gudbay	None
пройшла	gudbay	None
продукції	waxyaabaha	None
проект	mashruuc	None
проекти	mashaariicda	Nan
проектом	mashruuc	None
проекту	mashruuc	None
проектування	qaabeynta	Nan
проектів	mashaariicda	Nan
пропонує	dalabyo	Nan
проживали	noolaa	None
проживають	noolaan	None
проживає	nool	None
проза	maahmaah	Nan
прозаїк	qoraa	None
прози	maahmaah	Nan
прозі	maahmaah	Nan
пройти	gudub	Nan
проживання	deganaansho	Nan
продукція	sheyga	Nan
просвіта	lumen	Nan
проспект	mustaqbal	Nan
протилежних	soo	None
протиріччя	is	None
протистояння	mucaaradka	None
протоки	xargaha	Nan
протоколу	hab	None
протокою	cidhiidhi	Nan
протон	proton	Nan
протонів	protons	Nan
протягом	ee	None
протяжність	dherer	None
протікає	qulqulka	Nan
проф	prof	None
професора	borofisar	Nan
професійний	leh	None
професійних	leh	None
противника	cadowga	Nan
противагу	culus	None
проти	soo	None
протесту	mudaharaad	Nan
простежується	karaa	None
простий	fudud	None
простих	fudud	None
просто	sifudud	Nan
простори	boosaska	Nan
простору	booska	Nan
просторі	booska	Nan
просвітництва	iftiin	Nan
простої	shaqo	None
прості	fudud	None
простір	booska	Nan
просування	dallacsiin	Nan
проте	laakiin	None
протекторат	ilaali	None
протест	mudaharaad	Nan
протестантизму	faqiirka	Nan
простягається	kordhiyaa	Nan
професійної	leh	None
продукцію	waxyaabaha	None
продукту	sheyga	Nan
проводити	dhaqan	None
проводить	loo	None
проводиться	la	None
проводом	silig	Nan
проводу	silig	Nan
проводять	kharash garee	Nan
проводяться	qabtay	None
провів	qaatay	None
провідна	hogaaminaya	None
провідне	hogaaminaya	None
провідника	hage	Nan
провідним	hogaaminaya	None
провідними	hogaaminaya	None
провідних	hogaaminaya	None
провідною	hogaaminaya	None
проводилися	qabtay	None
проводили	sameeyay	None
проводилася	qabtay	None
проводився	qabtay	None
приєднання	mid	None
про	saabsan	None
проблем	dhibaatooyinka	None
проблема	dhibaato	None
проблемами	dhibaatooyinka	None
проблеми	dhibaatooyinka	None
проблемою	dhibaato	None
провідну	hogaaminaya	None
проблему	dhibaato	None
проведення	fulinaya	Nan
проведенні	qabashada	Nan
проведено	sameeyay	None
проведені	sameeyay	None
провели	qaatay	None
провести	la	None
проводив	sameeyay	None
проведена	sameeyay	None
продуктів	waxyaabaha	None
провідні	hogaaminaya	None
провінція	gobolka	None
продовженням	sii	None
продовжив	waday	None
продовжував	waday	None
продовжувала	waday	None
продовжували	waday	None
продовжувати	sii	None
продовжують	sii	None
продовжує	socdaa	None
продовжується	socdaa	None
продукт	sheyga	Nan
продукти	waxyaabaha	None
продуктивних	leh	None
продуктивності	saar	None
продуктивність	saar	None
продуктом	sheyga	Nan
продовження	sii	None
продажу	iibka	Nan
продаж	iibinta	Nan
прогресу	horumar	None
провінції	gobolada	None
проголосив	dhawaaqay	None
проголосила	dhawaaqay	None
проголосили	dhawaaqay	None
проголошення	ku	None
проголошено	dhawaaqay	None
програм	barnaamijyada	None
провінцій	gobolada	None
програма	barnaamijka	None
програмне	software	None
програмного	software	None
програмою	barnaamijka	None
програму	barnaamijka	None
програмування	barnaamijyada	None
програмі	barnaamijka	None
прогрес	horumar	None
програми	barnaamijyada	None
професійні	leh	None
прохання	codsi	None
проходження	marin	None
піднебіння	carte	None
піднесення	u	None
підпис	saxeex	Nan
підписав	saxeexay	Nan
підписали	saxeexay	Nan
підписання	saxeex	Nan
підпорядкування	hoosaad	None
підприємництва	ganacsi	None
підприємств	shirkado	None
підприємства	shirkado	None
підприємствами	shirkado	None
підприємствах	shirkado	None
підприємство	ganacsi	None
підпілля	hoostiisa	None
підрахунками	xisaabinta	Nan
підлягає	xiran	None
підлягають	xiran	None
підземні	hoostiisa	None
підземних	hoostiisa	None
північну	waqooyiga	None
північні	waqooyiga	None
північній	waqooyiga	None
півонія	peony	Nan
півострова	jasiiradda	Nan
півострові	jasiiradda	Nan
півострів	jasiiradda	Nan
підрозділ	cutub	None
півфінал	semifinal	Nan
підвищення	kordhiyo	None
підводних	biyaha	None
підготовка	diyaarinta	Nan
підготовки	tababarka	None
підготовку	tababarka	None
підготовці	diyaarinta	Nan
піддається	qaawan	Nan
під	hooseeya	None
північної	waqooyiga	None
підрозділи	cutubyo	Nan
підручник	qoraalka	None
підтримці	taageero	None
підходи	wajiyada	Nan
підходу	u	None
підходів	wajiyada	Nan
підхід	u	None
пізнання	aqoon	None
пізнати	ogaado	None
пізно	daahay	None
пізнього	dambe	None
пізній	daahay	None
пізніше	dambe	None
пізніше	dambe	None
пізніших	dambe	None
пізніші	dambe	None
пікассо	picasso	Nan
підтримує	taageeraya	Nan
підтримують	taageero	None
підтримувати	taageero	None
підтримували	taageeray	Nan
підручники	buugaagta	None
підсистема	hoosaad	None
підстави	sababaha	None
підставою	gundhig	Nan
підставі	sababaha	None
підсумками	natiijooyinka	Nan
підтвердження	xaqiijin	Nan
підрозділів	cutubyo	Nan
підтверджують	xaqiiji	Nan
підтримання	dayactirka	Nan
підтримка	taageero	None
підтримки	taageero	None
підтримкою	taageero	None
підтримку	taageero	None
підтримував	taageeray	Nan
підтримувала	taageeray	Nan
підтримали	taageeray	Nan
північносхідній	waqooyi-bari	Nan
північному	waqooyiga	None
північнозахідній	waqooyi-galbeed	Nan
прямих	ah	None
прямо	ah	None
прямого	ah	None
прямої	toosan	None
прямі	ah	None
прізвисько	naaneys	Nan
прізвища	magacyada	None
прізвище	magac	None
пріоритет	mudnaanta	Nan
психологічних	cilmi	None
психологія	cilmu-nafsiga	Nan
психології	cilmu-nafsiga	Nan
психіки	maskaxda	None
птахи	shimbiraha	None
птахів	shimbiraha	None
прямим	ah	None
прямий	ah	None
пряма	toosan	None
проявів	muujinta	Nan
проходив	gudbay	None
проходили	gudbay	None
проходить	gudbo	None
проходять	gudub	Nan
процедури	nidaamyada	Nan
процес	habka	None
процесами	socodka	None
публікацій	daabacadaha	Nan
процесах	socodka	None
процесом	habka	None
процесора	processor	Nan
процесу	habka	None
процесі	habka	None
процесів	socodka	None
прояви	muujinta	Nan
проявляється	isu	None
процеси	socodka	None
публікації	daabacadaha	Nan
публіцист	bulshada	None
публічних	dadweynaha	None
південної	koonfurta	None
південну	koonfurta	None
південні	koonfurta	None
південній	koonfurta	None
південь	koonfur	None
півдня	maalinta	None
півдні	koonfur	None
південносхідної	koonfur-bari	Nan
півдні	koonfur	None
півночі	waqooyiga	None
північ	woqooyi	None
північна	waqooyiga	None
північне	waqooyiga	None
північний	waqooyiga	None
північних	waqooyiga	None
північного	waqooyiga	None
півкулі	hemisphere	Nan
причорноморї	badda	None
південному	koonfurta	None
південного	koonfurta	None
пункт	shay	None
пункти	waxyaabaha	None
пунктів	waxyaabaha	None
пустелі	ah	None
пушкін	pushkin	Nan
пушкіна	pushkin	Nan
пшениця	sarreen	Nan
південнозахідній	koonfur-galbeed	Nan
пшениці	sarreen	Nan
пять	shan	None
пєс	eey	None
пєса	eey	None
пєси	ciyaaro	None
південна	koonfurta	None
південний	koonfurta	None
південних	koonfurta	None
пяти	shan	None
пір	markaa	None
причорноморя	badda	None
причиною	sababta	None
прагнення	rabitaan	Nan
прагнув	doonayay	Nan
прагнула	raagay	Nan
прагнули	doonayay	Nan
прагнуть	ku	None
прагнучи	halganka	None
празі	maahmaah	Nan
практика	dhaqan	None
практики	dhaqanka	None
практику	dhaqan	None
практиці	dhaqan	None
практичне	ah	None
практичних	ah	None
практично	ahaan	None
практичної	ah	None
прагне	damac	None
праві	sax	None
праву	sax	None
православя	orthodoxy	Nan
правобережжя	ah	None
правобережжі	ah	None
правова	ah	None
правових	ah	None
правової	ah	None
правом	sax	None
правому	midig	None
прапор	calanka	None
правопис	higgaadinta	Nan
праворуч	sax	None
православна	orthodox	Nan
православний	caado	None
православних	orthodox	Nan
православного	orthodox	Nan
православної	orthodox	Nan
православні	caado	None
правопису	higgaadinta	Nan
право	sax	None
прапора	calanka	None
працею	shaqada	None
представлений	bandhigay	None
представлення	metelaad	Nan
представлено	bandhigay	None
представлені	bandhigay	None
представляли	matalay	Nan
представляють	matalo	Nan
представляє	matalaya	Nan
представник	wakiil	None
представника	wakiil	None
представниками	wakiilo	Nan
представники	wakiilo	Nan
представником	wakiil	None
представників	wakiilo	Nan
представництва	metelaad	Nan
представництво	metelaad	Nan
представлена	bandhigay	None
предметів	waxyaabaha	None
предметом	mawduuc	Nan
предмети	waxyaabaha	None
праць	dhaq	None
працю	shaqada	None
працював	shaqeeyay	None
працювала	shaqeeyay	None
працювали	shaqeeyay	None
працювати	shaqada	None
працюють	shaqada	None
прапором	calanka	None
працює	shaqeeya	None
працях	shaqeeya	None
праці	foosha	Nan
працівників	shaqaalaha	None
предки	awooweyaal	Nan
предків	awooweyaal	Nan
предмет	mawduuc	Nan
предмета	mawduuc	Nan
праця	foosha	Nan
президент	madaxweynaha	None
правління	sharci	None
правителів	taliyayaasha	Nan
починаючи	bilaabo	None
починає	bilaabmaa	Nan
починається	bilaabmaa	Nan
почуття	dareen	None
почуттів	dareenka	None
поширена	baahsan	Nan
поширений	ah	None
поширеним	ah	None
поширенню	faafitaan	Nan
поширення	faafitaan	Nan
поширенням	faafitaan	Nan
поширені	ah	None
поширився	faafitaan	Nan
поширилася	faafitaan	Nan
поширилися	faafitaan	Nan
починаються	bilaw	Nan
починають	bilaw	Nan
почесний	leh	None
початок	bilaabo	None
