gweithgaredd	дейност	4.805139755722376e-16
fasnach	търговия	6.104782548042636e-16
reoli	контрол	1.6302845035752903e-15
paratoi	подготовка	8.775928632266667e-08
coluddyn	черво	8.690851527113246e-07
llenyddol	литературен	1.8233253834379478e-06
ymosod	атака	1.837879790975019e-06
canrif	век	3.463462183523409e-06
sgiliau	умения	5.862111429676936e-06
ynghylch	относно	9.669420678902988e-06
enfawr	огромен	9.87942038421925e-06
plentyndod	детство	1.0946860834632626e-05
grefyddau	религии	1.11914423107846e-05
daearyddol	географски	1.2960074533932653e-05
ffwrdd	далеч	1.5466188854684557e-05
cryno	кратък	1.742700184816448e-05
dechnoleg	технология	1.9661521520949185e-05
gorffennol	минало	2.197626000130322e-05
gyrrwyd	изпратени	2.551518791287356e-05
paganaidd	езически	2.588944019411396e-05
gyfran	дял	2.6337345122185874e-05
chynrychioli	представляват	2.636572806808734e-05
wyddbwyll	шах	2.639509472147829e-05
fodolaeth	съществуване	2.9270893117071255e-05
fampir	вампир	2.969517370951418e-05
drafodaethau	дискусии	3.087633610180989e-05
priodas	брак	3.355004897338045e-05
gyfnod	период	3.6251099210102734e-05
chelloedd	клетки	3.7947100764773574e-05
ddysgir	научен	4.044629480065539e-05
isdrofannol	субтропичен	4.2166051269882134e-05
llywodraethu	управление	4.317728037124582e-05
chymunedau	общности	4.542116543937329e-05
chwech	шест	4.600173146430377e-05
dosbarth	клас	4.7361693545751404e-05
theatr	театър	4.7413609216008845e-05
wythnosol	седмично	5.702756335194991e-05
beirdd	поети	6.246509280152016e-05
cychwynnodd	започна	6.388894256348146e-05
llwyr	напълно	6.526603566156319e-05
galwyd	наречено	7.054452538008566e-05
gymdeithasol	социален	7.200333536785807e-05
gomiwnyddiaeth	комунизма	7.334110100159637e-05
gyhoeddir	публикувани	7.559304417399535e-05
dyled	дълг	7.757266583222701e-05
milwyr	войници	8.008008631761529e-05
ffederasiwn	федерация	9.191453218147581e-05
effeithiodd	се	0.00010338628918664784
broses	процес	0.00010776811894909838
blaenwyr	напред	0.0001113418273754369
drosodd	над	0.00011684454400818673
gynorthwyo	подпомага	0.00011905290226783592
gwersi	уроци	0.00012145967088828097
arglwyddiaeth	господство	0.00012497060817255332
ddatblygodd	се	0.00013199844336204495
mwynhau	се	0.00013646771517765216
seiniau	звуци	0.0001408319426750753
safonau	стандарти	0.00014447448604835685
teithiodd	пътува	0.00014678965131049507
hyn	това	0.0001687077850657009
teuluol	семейство	0.00017034254542861439
arwyddwyd	подписан	0.0001716672302980223
gyfrol	звука	0.00017361593547109375
barddoniaeth	поезия	0.0001822879521506091
eglwys	църква	0.00018445822904179424
cyfan	всичко	0.00018471586092483146
dorrir	е	0.00018712277649133915
blynyddoedd	години	0.00018769872808851318
olynwyr	наследници	0.00019078061683036395
fforest	гора	0.00019445074115686874
cysawd	система	0.00019668441041021057
fformiwla	формула	0.00019965350141971146
bywydau	живота	0.00020970892992376884
syrthio	падане	0.00021196441466147552
enillwyd	спечелени	0.00022453869205000865
hormonau	хормони	0.00022457764506957024
cyntaf	първи	0.00023852559322160374
maent	са	0.00024799716150205117
gystadlu	се	0.0002500860026363319
priodi	се	0.0002543048021737708
gwahaniad	отделяне	0.00025625947829301864
lenyddol	литературен	0.0002564785173436336
gwladwriaethau	състояния	0.0002721181015659791
llechi	шисти	0.00027461493780888123
cyhoeddiadau	публикации	0.0002754904927198713
chadwraethau	запазване	0.00027709799949890657
gweriniaeth	република	0.0002861722303825525
lledaenu	разпространение	0.0002911106173705821
hwyrach	късно	0.0002959232494663985
funud	минути	0.0003001817102026738
hethol	избран	0.00030224377775340703
oeddynt	те	0.0003089139815507188
anfon	изпрати	0.000310361547064886
cyfnodau	периоди	0.0003136791036512236
sylfaenydd	основател	0.0003164813182918127
chyfrif	броя	0.00032503043122468326
dystiolaeth	доказателства	0.00032610609099096774
blentyndod	детство	0.00033166581598450363
llaith	влажен	0.0003352347498783448
ethnig	етнически	0.0003409811619998884
heblaw	това	0.00034205772186312764
gogleddol	северен	0.00034948376509465797
trofannol	тропически	0.0003521739505406867
cyffelyb	подобен	0.0003522737909222894
mlwydd	години	0.00035311075887599764
ymasiad	синтез	0.00035901643011428716
awyr	въздух	0.0003605475727186463
aberconwy	широко	0.0003663937694306132
adfywiad	възраждане	0.0003695258498600859
osman	осман	0.00037372720200829645
gydfynd	съвпада	0.00037446563919349353
ysgolhaig	учен	0.0003817955507757442
cyhoeddir	публикувани	0.0003935053164427739
ffurfiant	образуване	0.0004073331643742689
mewnlifiad	приток	0.0004082775478221997
gwydr	стъкло	0.0004148866463602652
addysgu	обучение	0.00041834616701802365
lleiafrifoedd	малцинства	0.00042731663348329925
allforio	износ	0.00043163353663421954
cynnyrch	продукт	0.0004428383229575607
bygythiad	заплаха	0.0004431936942842258
prisiau	цени	0.0004491942956620875
cwmniau	фирми	0.00045045415638063184
penodwyd	назначен	0.00045734108160948794
machlud	залез	0.0004761844547112595
manylion	детайли	0.0004773149019798566
