acaso	mungkin	0.0
che	che	0.0
sonido	suara	0.0
boda	pernikahan	0.0
referencias	referensi	0.0
show	menunjukkan	3.4151989353446737e-16
pensadores	pemikir	5.611550296410104e-16
enzimas	enzim	6.40685300762983e-16
definen	menetapkan	7.289168662708766e-08
desaparece	menghilang	1.1641496954352993e-07
sistema	sistem	1.7689694222040247e-07
huesos	tulang	1.8768021410222113e-07
discreta	bijaksana	2.0837893651235326e-07
arcaico	kuno	3.221882076345078e-07
sangre	darah	8.784860751205055e-07
tiempo	waktu	1.4374321983146464e-06
basados	berdasarkan	1.7105798488067065e-06
traducida	diterjemahkan	1.7788614527404838e-06
situado	terletak	1.980334761896644e-06
pudiese	bisa	2.0857137435463144e-06
viento	angin	2.1951129043192905e-06
artículos	artikel	2.5172929009841656e-06
agosto	agustus	2.918113289346916e-06
vacunación	vaksinasi	3.3573988126151244e-06
menciona	menyebutkan	3.823029645907387e-06
trate	mencoba	4.681345888776329e-06
cuenta	akun	4.861820928452457e-06
asocian	rekan	5.39500328926627e-06
niñas	perempuan	5.993215943826657e-06
descubrir	menemukan	6.097720305844116e-06
indicar	menunjukkan	6.132138149625507e-06
lengua	lidah	7.4766744942716815e-06
proporciones	proporsi	7.676594197898537e-06
encuesta	pemilihan	7.847460704954207e-06
incorporó	tergabung	7.959457292370941e-06
informes	laporan	8.088076378774336e-06
disponibles	tersedia	9.811383863400111e-06
argumentos	argumen	1.1734268472553603e-05
desafío	tantangan	1.183828841051283e-05
investigadores	peneliti	1.3632824738229046e-05
biológicos	biologis	1.4291605389103008e-05
sistemática	sistematis	1.4409700797134897e-05
salto	lompat	1.594506130968301e-05
ejércitos	tentara	2.0204294665841964e-05
fotografía	fotografi	2.1238174764211545e-05
aceptada	diterima	2.142467871711948e-05
católico	katolik	2.1485443718007478e-05
intereses	minat	2.152378181539931e-05
coordinación	koordinasi	2.2032191102316123e-05
expresada	menyatakan	2.3555162323300225e-05
filosófico	filosofis	2.398110613969962e-05
genomas	genom	2.4327056061527754e-05
for	untuk	2.4393931843770646e-05
europea	eropa	2.6124350261147657e-05
estudiadas	dipelajari	2.6558555223481637e-05
sorpresa	kejutan	2.6656030890167177e-05
cálculos	perhitungan	2.760157454836143e-05
haga	lakukan	2.7933835917923207e-05
económica	ekonomis	2.9014285146206188e-05
grano	gandum	2.933797658342031e-05
desempeño	kinerja	2.9712370216667316e-05
radiación	radiasi	3.0990235455274255e-05
probabilidad	kemungkinan	3.194090330272337e-05
nueva	baru	3.2443120107910665e-05
noveno	kesembilan	3.262982994423515e-05
fases	fase	3.278310035898414e-05
permite	memungkinkan	3.332548120429241e-05
superior	unggul	3.3920031140548447e-05
desastre	bencana	3.5157316587153475e-05
parques	taman	3.631274936565213e-05
funcionalidad	kegunaan	3.6638769489167627e-05
disolución	pembubaran	3.767369558487814e-05
nacionalista	nasionalis	3.76923101673642e-05
presión	tekanan	4.065907484791843e-05
país	negara	4.138190859920397e-05
considerar	mempertimbangkan	4.15176462771092e-05
texto	teks	4.277048481636808e-05
descanso	beristirahat	4.625127333738017e-05
soluciones	solusi	4.6383303363934165e-05
denominados	dipanggil	4.763211171927579e-05
clima	cuaca	4.820179005511114e-05
dimensión	dimensi	4.945646287690803e-05
automática	otomatis	5.0272392515203604e-05
capitalismo	kapitalisme	5.1093988753597464e-05
enseñar	mengajar	5.2684980135547735e-05
materiales	bahan	5.323287534310836e-05
depresión	depresi	5.326774600854219e-05
papas	kentang	5.6366222607087964e-05
diversa	berbeda	5.859871504802816e-05
artistas	artis	5.860334006410882e-05
ventaja	keuntungan	6.174179997392993e-05
circunstancia	keadaan	6.274235370688116e-05
desastres	bencana	6.345696472210351e-05
investigación	penyelidikan	6.643701209121495e-05
microscopio	mikroskop	6.727402979314089e-05
década	dasawarsa	6.795491332143939e-05
tribunal	pengadilan	6.899301840973157e-05
conspiración	konspirasi	6.905846263903873e-05
censura	sensor	7.049323990374562e-05
recurrente	berulang	7.468062254334199e-05
sala	kamar	7.506858758111375e-05
quien	siapa	7.621442155865704e-05
fosfato	fosfat	7.985919894639279e-05
componente	komponen	8.075770854261846e-05
separado	terpisah	8.219757965565691e-05
código	kode	8.2426644061582e-05
organización	organisasi	8.297919713884605e-05
traición	pengkhianatan	8.860047102483746e-05
labor	kerja	8.86996490174319e-05
ancha	lebar	9.058876545128862e-05
ozono	ozon	9.239455126756957e-05
logra	mencapai	9.349192026819278e-05
cuento	cerita	9.58631399135872e-05
estadios	stadion	9.743058690387775e-05
occidentales	barat	0.00010056664045610381
ángeles	malaikat	0.00010071828725442129
electromagnéticas	elektromagnetik	0.00010085648748965521
leche	susu	0.0001076454117659324
manos	tangan	0.00010871366494559848
permitieron	diizinkan	0.00010899888898421219
planificación	perencanaan	0.00010933997761681547
discografía	diskografi	0.00011282889885220226
imperialismo	imperialisme	0.00011413743129136202
casarse	menikah	0.00011507724436578029
económicos	ekonomis	0.00011569962120354052
generando	menghasilkan	0.00011643807692916333
agresivo	agresif	0.00011678500276711933
