$	$	None
polen	પોલેન્ડ	None
police	પોલીસ	None
politici	રાજકારણીઓ	Nan
politicus	રાજકારણી	None
politie	કાયદાના અમલીકરણ	Nan
politiek	રાજકારણ	None
politieke	રાજકીય	None
polo	પોલો	Nan
poly	બહુપત્ની	Nan
pompeius	ધાંધલ	Nan
pompen	પમ્પ	Nan
pont	ઘાટ	None
pony	ટટ્ટુ	Nan
pools	પોલિશ	Nan
poolse	પોલિશ	Nan
polders	polders	Nan
poort	દરવાજો	None
pokémon	pokémon	Nan
points	પોઇન્ટ	None
plichten	ફરજો	Nan
ploeg	હળ	Nan
ploegen	ખેડવું	Nan
plot	કાવતરું	Nan
plotarea	પ્લોટેરિયા	Nan
plotdata=	કાવતરું =	Nan
plotseling	અચાનક	None
plotselinge	અચાનક	None
plus	વત્તા	Nan
po	પો	Nan
podium	સ્ટેજ	Nan
poes	બિલાડી	None
poging	પ્રયાસ	None
pogingen	પ્રયત્નો	None
point	બિંદુ	None
poker	પોકર	Nan
poorten	દરવાજા	None
poot	પગ	None
pop	dolીંગલી	Nan
positie	સ્થિતિ	None
positief	હકારાત્મક	None
posities	સ્થિતિ	None
positieve	હકારાત્મક	None
post	પોસ્ટ	None
postuum	મરણોત્તર	None
poten	પગ	None
potentieel	સંભવિત	None
potentiële	સંભવિત	None
potomac	પોટોમેક	Nan
potter	કુંભાર	Nan
power	શક્તિ	None
poëzie	કવિતા	None
praag	પ્રાગ	Nan
praagse	પ્રાગ	Nan
pos	પોઝ	Nan
portugezen	પોર્ટુગીઝ	None
portugese	પોર્ટુગીઝ	None
portugees	પોર્ટુગીઝ	None
popart	પોપ કલા	Nan
popmuziek	પોપ સંગીત	Nan
populair	પ્રખ્યાત	None
populairder	વધુ લોકપ્રિય	Nan
populaire	પ્રખ્યાત	None
populairste	સૌથી વધુ લોકપ્રિય	Nan
populariteit	લોકપ્રિયતા	None
plezier	આનંદ	None
populatie	વસ્તી	None
pornografie	અશ્લીલતા	Nan
port	બંદર વાઇન	Nan
portaal	પોર્ટલ	None
porto	પોસ્ટેજ	Nan
portret	પોટ્રેટ	Nan
portretten	ચિત્રો	None
portugal	પોર્ટુગલ	None
populaties	વસ્તી	None
prachtige	ખૂબસૂરત	Nan
plekken	ફોલ્લીઓ	Nan
pleinen	ચોરસ	None
pim	પિમ	Nan
pink	ટચલી આંગળી	Nan
pinksteren	પેંટેકોસ્ટ	Nan
pippi	પપ્પી	Nan
piramide	પિરામિડ	None
piramiden	પિરામિડ	None
piramides	પિરામિડ	None
pirate	ચાંચિયો	Nan
pisang	પિસાંગ	Nan
pitt	પિટ	Nan
pius	પિયસ	Nan
pk	હોર્સપાવર	Nan
plaat	પ્લેટ	None
plaats	સ્થળ	None
plaatse	સ્થળ	None
piloot	પાયલોટ	Nan
plaatselijk	સ્થાનિક	None
pilatus	pilatus	Nan
pijnlijk	પીડાદાયક	Nan
pianist	પિયાનોવાદક	Nan
piano	પિયાનો	Nan
picasso	પિકાસો	Nan
picchu	પિચુ	Nan
pico	પીકો	Nan
piece	ભાગ	None
pier	પિયર	Nan
piercing	વેધન	Nan
piercings	વેધન	Nan
pierre	પિયર	Nan
piet	પીટ	Nan
pieten	પાઇટન	Nan
pieter	પાઇટર	Nan
pietro	પીટ્રો	Nan
pijn	પીડા	Nan
pijnlijke	પીડાદાયક	Nan
plaatselijke	સ્થાનિક	None
plaatsen	સ્થળ	None
plaatsgevonden	આવી	None
platen	પ્લેટો	None
platenlabel	રેકોર્ડ લેબલ	Nan
platenmaatschappij	રેકોર્ડ કંપની	Nan
platentektoniek	પ્લેટ ટેક્ટોનિક્સ	Nan
platform	પ્લેટફોર્મ	None
platina	પ્લેટિનમ	Nan
platte	ફ્લેટ	Nan
platteland	દેશ	None
play	રમ	Nan
player	ખેલાડી	None
playstation	પ્લેસ્ટેશન	Nan
plaza	પ્લાઝા	Nan
pleegde	પ્રતિબદ્ધ	Nan
plegen	પ્રતિબદ્ધ	Nan
plein	ચોરસ	None
plateau	પ્લેટau	Nan
plat	ફ્લેટ	Nan
plastic	પ્લાસ્ટિક	Nan
