సిద్ధాంతాలను	thuyết	0.0
ప్రదేశ్	bang	0.0
ఇక్కడే	đây	0.0
శృంగార	dâm	0.0
సత్యాగ్రహం	ba	0.0
పేరుగాంచిన	biến	0.0
రాష్ట్రంలోని	các	4.766264983512957e-08
భావించాడు	cảm	1.2361184195552113e-07
పలువురి	nhiều	2.0753154034391373e-07
ఉత్పత్తులు	phẩm	3.192118906872905e-07
నిలుస్తుంది	hàng	3.404266390833263e-07
పుడతాయి	sinh	7.242930700236396e-07
ఇటువంటి	là	9.674230986938178e-07
నిశ్చలంగా	rỗi	1.3216489052209272e-06
కావటం	là	1.9120878366936325e-06
ప్రదేశాలలో	nơi	3.4192320574488397e-06
చేసుకోవడం	đến	3.457042565606057e-06
ముందున్న	trước	3.615000216588915e-06
సేకరించి	thập	3.7168018700766225e-06
రూపమున	kết	5.915460715581061e-06
మరువము	quên	6.257369716919105e-06
చేయబడి	là	6.590497067174862e-06
ఇంతకు	đây	7.2881332659889775e-06
ప్రజలకు	người	7.322745109025899e-06
రూప	thức	7.492876773175289e-06
తెల్ల	trắng	7.632625373370899e-06
సంబంధ	hệ	8.058677079452536e-06
ఉన్నాయో	tôi	8.076587093490136e-06
సంపాదకుడు	viên	9.41564474262419e-06
అక్కడి	các	1.0198673147092893e-05
పత్రికను	chí	1.1289260155824927e-05
అలంకరిస్తారు	trí	1.3234023182553708e-05
ఓయస్	hđh	1.4970378858307138e-05
జరుగుతూనే	đó	1.5586971370692716e-05
వయోజన	lớn	1.6946504589007096e-05
ఇచ్చాడు	đã	1.9791687432869415e-05
మార్గానికి	đường	2.0162342491938643e-05
తమ	chúng	2.115117500079318e-05
నటులు	viên	2.1206373218077886e-05
ఘర్షణలు	đột	2.187962131169224e-05
సవరణ	chỉnh	2.53613467018891e-05
లింకులు	kết	2.563918244182827e-05
కోటకు	đài	2.8659752222836837e-05
విదేశీయులు	ngoài	2.9348748208446477e-05
ఇవ్వడానికి	đến	3.1300590080586514e-05
గ్రహాల	tinh	3.1842015746093954e-05
వెంటనే	sớm	3.3799977880043555e-05
సాహిత్య	chương	3.4616254662107396e-05
తోనూ	với	3.479251541714506e-05
సముద్రతీరం	bờ	3.680651923856842e-05
బ్యాక్	lại	3.9714048004681765e-05
భవనం	xây	4.1406547665407446e-05
గణిత	học	4.1438261752345024e-05
గ్రూప్	nhóm	4.2349729941087064e-05
వ్రాయబడ్డాయి	văn	4.2685530409687047e-05
చక్రము	xoay	4.622253724265875e-05
ఇప్పటికీ	vẫn	4.6980875625803e-05
మిగిలి	lại	4.9349349026413644e-05
పేదరికం	nàn	4.980383187471719e-05
ఇటీవలికాలంలో	đây	5.065448289836508e-05
చివర	thúc	5.0868281406534456e-05
వస్తుంది	đến	5.180145969383615e-05
అతిగా	nhiều	5.400898340445385e-05
అర్ధము	nghĩa	5.5347479502177795e-05
కలది	là	5.590767169567139e-05
నిదానంగా	chậm	5.843978475122365e-05
ఉద్యమాన్ని	dịch	6.156207110747927e-05
ప్రెసిడెంట్	tịch	6.265419437399016e-05
తోక	đuôi	6.312384247716546e-05
ఒప్పందానికి	thuận	6.653806003154823e-05
మెయిల్	thư	6.657776830642236e-05
భావానికి	cảm	6.719096964162714e-05
బయటికి	ngoài	6.919418897170259e-05
పదాలు	từ	7.035316282736813e-05
వీటిని	những	7.277207232617085e-05
ఉద్యోగులు	viên	7.814937541448304e-05
వంశపు	hệ	7.973502013178229e-05
హలో	chào	8.704875029825844e-05
మాధ్యమిక	hai	8.813974635904085e-05
వరద	lụt	9.665082727919081e-05
శిలలు	đá	0.00010103013944981208
సింహం	tử	0.00010873774530392516
తదనంతరం	đó	0.00011153818443915037
తనిఖీ	kiểm	0.00011729350056870807
వ్యవహారాలను	dịch	0.00011772487483430767
భగవాన్	tể	0.0001260339983673259
పెరిగి	lên	0.0001267088769621052
అప్పటికే	sàng	0.00013902886206821637
సంవత్సరంలో	năm	0.00014454941069013598
శతాబ్దపు	kỷ	0.00014545965432445895
ఏక	độc	0.0001458695514453109
గ్రాండ్	lớn	0.00015045146810491685
శాన్	san	0.0001506028547647713
మార్చడం	đổi	0.0001515593379304196
ఇక	các	0.00015372327112059424
