$	Nan	Nan
=	Nan	Nan
>	0.43803674	16
a	0.33754566	2
ab	Nan	Nan
aba	0.089910254	2
abba	-1.0	1
abban	0.38439435	13
abból	0.44754708	82
abc	Nan	Nan
abraham	0.26714683	3
abszint	0.43472466	50
abszintot	0.5059363	73
abszolút	0.41901428	73
abu	0.78113663	2
ac	Nan	Nan
acdc	0.31671447	5
achát	0.40243763	39
act	Nan	Nan
acél	0.37571877	39
ad	Nan	Nan
adam	0.53693503	2
adams	-1.0	1
adat	0.55007035	4
adatai	0.5779259	77
adatait	0.54160786	65
adatok	0.681972	84
adatokat	0.38162604	74
adatot	0.38762468	64
addig	0.49086112	73
addigi	0.44056836	64
addigra	0.34016445	67
adja	Nan	Nan
adjon	0.39249942	50
adminisztratív	0.49979195	75
admirális	0.44090098	72
adnak	0.42522043	74
adni	0.37166053	52
adolf	0.59768355	4
adott	0.4496737	82
adrian	-1.0	1
adta	0.29449594	10
adtak	0.4562845	83
adták	0.35361	78
ady	0.531016	53
adó	0.38704002	54
adódik	0.42053366	60
adók	0.6285023	77
adót	0.48533213	68
afganisztán	0.45393056	56
afganisztáni	0.50347346	76
afgán	0.4328764	74
afrika	0.55097437	34
afrikai	0.44216383	80
afrikában	0.4087955	76
agatha	0.5836482	4
agy	0.48600444	65
ahhoz	0.50158674	75
ahogy	0.41586483	74
ahogyan	0.41358802	78
ahol	0.29099643	25
ahonnan	0.3506971	69
ahova	0.37140298	72
ahová	0.32536116	69
ai	0.11500919	2
aids	Nan	Nan
air	-1.0	1
aires	0.2932491	3
airsoft	Nan	Nan
ajánlatot	0.40569115	84
ajánlott	0.6630101	65
ajánlotta	0.4213739	80
akad	Nan	Nan
akadt	0.34557334	79
akadtak	0.3910424	74
akadályozta	0.3796703	76
akadémia	0.6291189	82
akadémiai	0.45071572	62
akadémián	0.41697454	76
akar	Nan	Nan
akarat	0.38356698	70
akarata	0.39296693	78
akarja	0.4717852	76
akarnak	0.40695897	70
akart	0.33593515	60
akarta	0.41746145	83
akartak	0.42872313	88
akarták	0.39508563	86
akció	0.5409113	50
akhilleusz	0.36707258	58
aki	0.38882405	8
akik	0.30655572	29
akiket	0.4128005	71
akikkel	0.38579893	63
akiknek	0.4497326	66
akinek	0.46284238	71
akiről	0.47968155	69
akit	0.38339284	4
akitől	0.3514756	64
akivel	0.35888195	74
akkor	0.46770144	50
akkora	0.40048882	61
akkori	0.38752034	61
akkoriban	0.3744606	79
aktuális	0.5374526	77
aktív	0.41818637	65
aktívan	0.39493895	71
akusztikus	0.76113456	56
akác	0.58296484	55
akár	0.45738336	59
akárcsak	0.38234374	71
al	-1.0	1
alacsony	0.42129004	79
alacsonyabb	0.4727325	81
aladár	0.47682923	71
alagút	0.47094977	65
alajos	0.53829306	67
alak	0.34754807	13
alakban	0.56952953	74
alakja	0.49867266	73
alakjai	0.45898938	56
alakjában	0.39797384	87
alakját	0.5248772	74
alakok	0.3809799	56
alakot	0.42376545	73
alakul	0.47326964	66
alakulat	0.4935993	76
alakulatok	0.48102954	67
alakulnak	0.4218389	77
alakult	0.39643282	83
alakultak	0.4039433	77
alakulása	0.70897174	77
alakít	0.49566227	72
alakítja	0.5682294	83
alakított	0.3139072	46
alakította	0.34850886	71
alakítottak	0.3598038	75
alakították	0.4124317	67
alakító	0.42027354	47
alakú	0.39976567	64
alan	Nan	Nan
alanyeset	0.6793077	50
alap	0.3622234	34
alapfokú	0.51194704	59
alapja	0.33477402	72
alapjai	0.5238	51
alapjait	0.3593131	78
alapján	0.628783	68
alapját	0.3932923	68
alapjául	0.38247144	80
alapon	0.3939338	76
alaposan	0.4350492	76
alapot	0.39334834	61
alapszik	0.38309732	78
alapul	0.3579417	70
alapuló	0.40768963	74
alapvető	0.43694323	71
alapvetően	0.474006	74
alapított	0.48385447	81
alapította	0.46086165	83
alapítottak	0.39209414	72
alapították	0.40556338	77
alapítvány	0.47539914	69
alapítása	0.44842502	77
alapító	0.93284	85
alapítója	0.46961707	78
alapú	0.55102533	75
alaszka	0.5554905	55
alatt	0.3837602	54
alatta	0.32579085	47
alatti	0.45032778	74
albert	0.44950482	2
alberto	-1.0	1
album	-1.0	1
albuma	0.483418	54
albumok	0.45120043	70
albumon	-1.0	1
albumot	0.4360624	78
albumról	0.520373	88
albumuk	0.46237624	34
albumát	0.48063883	89
albán	0.391872	64
albánia	0.5439258	53
albánok	0.41991428	71
aldehid	0.6230892	22
alelnök	0.5065081	74
alessandro	-1.0	1
alex	-1.0	1
alexander	-1.0	1
alexandra	0.5997543	3
alexandrosz	0.52929425	76
alfa	Nan	Nan
alfonz	0.42689687	36
alfred	Nan	Nan
alfréd	0.5103633	68
alföld	0.56850076	55
alföldi	0.5876698	69
ali	Nan	Nan
alig	Nan	Nan
alján	0.3512663	37
alkalmanként	0.47489253	68
alkalmas	0.51657057	72
alkalmasak	0.44297618	69
alkalmat	0.40280163	59
alkalmazható	0.51399106	77
alkalmaznak	0.38852578	76
alkalmazni	0.39198375	76
alkalmazott	0.40174216	74
alkalmazta	0.4459963	72
alkalmaztak	0.34872353	73
alkalmazták	0.3521527	72
alkalmazza	0.36372605	56
alkalmazzák	0.3404086	79
alkalmazás	0.58632135	69
alkalmazása	0.62618643	81
alkalmazások	0.6016612	61
alkalmazásával	0.48191798	90
alkalmi	0.6297822	58
alkalmából	0.5277398	68
alkalmával	0.34785137	73
alkalom	0.41355497	66
alkalommal	0.37499365	87
alkatrészek	0.45635596	65
alkohol	0.4907672	45
alkoholt	0.43368953	75
alkot	0.33364585	52
alkotják	0.3801153	81
alkotmány	0.48783144	69
alkotmánya	0.64473283	70
alkotmánybíróság	0.5950134	79
alkotmányos	0.6394441	78
alkotmányt	0.5194973	84
alkotnak	0.38283518	90
alkotott	0.38427544	87
alkotta	0.39856422	83
alkottak	0.3536765	77
alkották	0.4051559	69
alkotás	0.39048937	82
alkotása	0.3875674	50
alkotásai	0.37236607	75
alkotások	0.3346111	83
alkotó	0.5021583	67
alkotói	0.38701528	84
alkotója	0.40764007	77
alkotók	0.41559792	84
alkotórésze	0.45848924	85
allan	Nan	Nan
allen	Nan	Nan
allél	0.66111195	90
alma	0.38146442	29
alonso	0.50687635	16
alpesi	0.6205312	74
alpha	Nan	Nan
alpok	0.6148784	60
alsó	0.65969485	37
alsóbb	0.42052048	78
alternatív	0.3603003	72
alul	0.4638821	49
alumínium	0.39154217	52
alá	0.38843888	50
alább	0.38492316	73
alábbi	0.36129546	66
alábbiak	0.58147967	67
aláírta	0.4727969	89
aláírása	0.70070565	78
alól	0.34143707	80
am	-1.0	1
amatőr	0.38718158	63
ambrus	0.44000152	57
amellett	0.40845656	74
amellyel	0.39906985	84
amely	0.27213004	5
amelybe	0.3808947	70
amelyből	0.3778052	73
amelyek	0.40285578	82
amelyekben	0.3663109	75
amelyeken	0.35138798	75
amelyeket	0.33700356	69
amelyekkel	0.33710125	78
amelyeknek	0.3922565	73
amelyen	0.52262294	92
amelyet	0.35567665	84
amelyhez	0.4105751	79
amelyik	0.41034806	69
amelynek	0.37779307	86
amelyre	0.37214115	76
amelyről	0.38104808	74
amennyi	0.37743568	75
amennyiben	0.40982363	73
america	Nan	Nan
american	Nan	Nan
amerika	0.38182104	23
amerikai	0.4560874	67
amerikaiak	0.40229374	78
amerikába	0.43896833	70
amerikában	0.4071726	77
ami	-1.0	1
amiben	0.40719256	80
amiből	0.34411967	66
amihez	0.37567768	73
amik	-1.0	1
amiket	0.3240733	74
amikor	0.48836815	69
amilyen	0.39057457	68
amin	-1.0	1
aminek	0.33278346	53
aminosavak	0.68538404	75
amint	0.33145446	22
amire	0.3471511	25
amiről	0.40343076	68
amit	Nan	Nan
amivel	0.42891327	51
amiért	0.39325166	68
amy	Nan	Nan
amíg	0.43917307	55
amúgy	0.37219235	79
an	0.65772665	4
anapesztus	0.7241823	29
anatómiai	0.42523885	75
anderson	Nan	Nan
andok	0.48939604	50
andor	0.3291614	7
andrea	0.37221217	3
andrew	Nan	Nan
andrás	0.66041476	73
andrássy	0.50669503	55
andré	0.523952	9
andy	0.35818058	2
angeles	-1.0	1
angelesben	0.37279394	73
angelesi	0.42950705	64
angelina	0.3975156	3
anglia	0.5345694	31
angliai	0.5254791	74
anglikán	0.49315947	70
angliába	0.44832385	84
angliában	0.5186863	78
angol	0.4436227	35
angolok	0.44200402	73
angolszász	0.4534399	71
angolszászok	0.39039558	69
angolul	0.5851663	65
angyal	0.4758991	62
angyalok	0.46935007	53
anikó	0.4893744	50
anime	-1.0	1
animációs	0.37475625	65
animében	0.38776833	23
anita	Nan	Nan
ann	Nan	Nan
anna	Nan	Nan
annak	0.31602037	36
anne	Nan	Nan
annyi	0.46792552	68
annyira	0.42822996	69
annyit	0.45132712	70
annál	0.40876696	78
antal	0.6242782	52
antant	0.46042028	57
